'1', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '757', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '142', '90', '0.63', '0.04', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'8042', '0', 'transmission_control', 'web', 'Conexion_establecida', '2507', '308', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '248', '0.97', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8043', '0', 'transmission_control', 'web', 'Conexion_establecida', '738', '289', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '163', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'8044', '0', 'transmission_control', 'web', 'Conexion_establecida', '1841', '317', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '47', '255', '1.00', '0.00', '0.02', '0.01', '0.00', '0.00', '0.00', '0.00'
'8045', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '229', '0.90', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8046', '0', 'transmission_control', 'web', 'Conexion_establecida', '1142', '225', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '15', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.13', '49', '60', '1.00', '0.00', '0.02', '0.03', '0.00', '0.00', '0.00', '0.00'
'8047', '0', 'transmission_control', 'web', 'Conexion_establecida', '4542', '204', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '7', '255', '1.00', '0.00', '0.14', '0.05', '0.00', '0.00', '0.00', '0.00'
'8048', '0', 'transmission_control', 'web', 'Conexion_establecida', '1247', '316', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8049', '0', 'transmission_control', 'web', 'Conexion_establecida', '53', '216', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '34', '255', '1.00', '0.00', '0.03', '0.03', '0.00', '0.00', '0.00', '0.00'
'8050', '0', 'transmission_control', 'web', 'Conexion_establecida', '736', '237', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8051', '0', 'transmission_control', 'web', 'Conexion_establecida', '1881', '231', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '22', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '61', '255', '1.00', '0.00', '0.02', '0.04', '0.02', '0.00', '0.00', '0.00'
'8052', '0', 'transmission_control', 'web', 'Conexion_establecida', '337', '298', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '8', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '138', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'8053', '0', 'transmission_control', 'web', 'Conexion_establecida', '1451', '317', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8054', '0', 'transmission_control', 'web', 'Conexion_establecida', '9165', '235', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '39', '255', '1.00', '0.00', '0.03', '0.04', '0.00', '0.00', '0.00', '0.00'
'8055', '1', 'transmission_control', 'email_out', 'Conexion_establecida', '335', '899', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '85', '177', '0.72', '0.05', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'8056', '0', 'transmission_control', 'web', 'Conexion_establecida', '4929', '213', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8057', '0', 'transmission_control', 'web', 'Conexion_establecida', '24716', '317', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.22', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8058', '0', 'transmission_control', 'web', 'Conexion_establecida', '268', '302', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '19', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '24', '114', '1.00', '0.00', '0.04', '0.04', '0.00', '0.00', '0.00', '0.00'
'8059', '0', 'transmission_control', 'web', 'Conexion_establecida', '20200', '276', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '33', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '41', '255', '1.00', '0.00', '0.02', '0.03', '0.00', '0.00', '0.00', '0.00'
'8060', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '383', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '210', '80', '0.38', '0.02', '0.38', '0.00', '0.00', '0.00', '0.03', '0.00'
'8061', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '140', '45', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '76', '156', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.01', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8062', '0', 'transmission_control', 'web', 'Conexion_establecida', '1544', '272', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '36', '36', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '43', '255', '1.00', '0.00', '0.02', '0.02', '0.00', '0.00', '0.00', '0.00'
'8063', '0', 'transmission_control', 'web', 'Conexion_establecida', '505', '188', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '141', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'8064', '0', 'transmission_control', 'web', 'Conexion_establecida', '423', '216', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '31', '255', '1.00', '0.00', '0.03', '0.07', '0.00', '0.00', '0.00', '0.00'
'8065', '0', 'transmission_control', 'web', 'Conexion_establecida', '346', '381', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.20', '7', '255', '1.00', '0.00', '0.14', '0.02', '0.00', '0.00', '0.00', '0.00'
'8066', '0', 'transmission_control', 'web', 'Conexion_establecida', '1817', '327', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '22', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8067', '0', 'transmission_control', 'web', 'Conexion_establecida', '1308', '220', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '17', '17', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '48', '255', '1.00', '0.00', '0.02', '0.02', '0.00', '0.00', '0.00', '0.00'
'8068', '0', 'transmission_control', 'web', 'Conexion_establecida', '2069', '197', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '15', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.27', '25', '255', '1.00', '0.00', '0.04', '0.05', '0.00', '0.00', '0.00', '0.00'
'8069', '0', 'transmission_control', 'web', 'Conexion_establecida', '25519', '285', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '23', '255', '1.00', '0.00', '0.04', '0.04', '0.00', '0.00', '0.00', '0.00'
'8070', '0', 'transmission_control', 'web', 'Conexion_establecida', '153', '215', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '81', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'8071', '0', 'transmission_control', 'web', 'Conexion_establecida', '4555', '213', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.33', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8072', '0', 'transmission_control', 'web', 'Conexion_establecida', '11919', '336', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.22', '4', '255', '1.00', '0.00', '0.25', '0.03', '0.00', '0.00', '0.00', '0.00'
'8073', '0', 'transmission_control', 'web', 'Conexion_establecida', '424', '205', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '2', '255', '1.00', '0.00', '0.50', '0.05', '0.00', '0.00', '0.00', '0.00'
'8074', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '135', '45', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '64', '136', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.01', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8075', '0', 'transmission_control', 'web', 'Conexion_establecida', '790', '217', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '67', '67', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '196', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'8076', '0', 'transmission_control', 'web', 'Conexion_establecida', '455', '340', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.33', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8077', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '1.00', '1', '255', '1.00', '0.00', '1.00', '0.17', '0.00', '0.00', '1.00', '1.00'
'8078', '0', 'transmission_control', 'web', 'Conexion_establecida', '846', '220', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '25', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.24', '2', '255', '1.00', '0.00', '0.50', '0.04', '0.00', '0.01', '0.00', '0.00'
'8079', '0', 'transmission_control', 'web', 'Conexion_establecida', '7273', '230', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '27', '48', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.08', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8080', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '233', '0.91', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8081', '0', 'transmission_control', 'web', 'Conexion_establecida', '285', '229', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8082', '12', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '1679', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '131', '0.51', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8083', '0', 'transmission_control', 'web', 'Conexion_establecida', '814', '247', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '22', '255', '1.00', '0.00', '0.05', '0.04', '0.00', '0.00', '0.00', '0.00'
'8084', '0', 'transmission_control', 'web', 'Conexion_establecida', '9602', '239', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '1', '255', '1.00', '0.00', '1.00', '0.04', '0.00', '0.00', '0.00', '0.00'
'8085', '0', 'transmission_control', 'web', 'Conexion_establecida', '316', '275', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '8', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.25', '6', '255', '1.00', '0.00', '0.17', '0.02', '0.00', '0.00', '0.00', '0.00'
'8086', '0', 'transmission_control', 'web', 'Conexion_establecida', '295', '250', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '99', '255', '1.00', '0.00', '0.01', '0.04', '0.00', '0.00', '0.00', '0.00'
'8087', '0', 'transmission_control', 'web', 'Conexion_establecida', '356', '178', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '2', '255', '1.00', '0.00', '0.50', '0.08', '0.00', '0.00', '0.00', '0.00'
'8088', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '45', '45', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '255', '252', '0.99', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'8089', '0', 'transmission_control', 'web', 'Conexion_establecida', '1925', '336', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.11', '41', '255', '1.00', '0.00', '0.02', '0.01', '0.00', '0.00', '0.00', '0.00'
'8090', '0', 'transmission_control', 'web', 'Conexion_establecida', '1247', '344', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '26', '26', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8091', '0', 'transmission_control', 'web', 'Conexion_establecida', '1279', '207', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '100', '255', '1.00', '0.00', '0.01', '0.05', '0.00', '0.00', '0.00', '0.00'
'8092', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8093', '0', 'transmission_control', 'web', 'Conexion_establecida', '283', '340', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '240', '0.94', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8094', '1', 'transmission_control', 'file_transfer', 'Conexion_establecida', '2447', '1201', '0', '0', '0', '0', '28', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '196', '24', '0.12', '0.03', '0.01', '0.00', '0.01', '0.00', '0.01', '0.00'
'8095', '0', 'transmission_control', 'web', 'Conexion_establecida', '794', '288', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '211', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'8096', '0', 'transmission_control', 'web', 'Conexion_establecida', '1924', '285', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.16', '5', '255', '1.00', '0.00', '0.20', '0.02', '0.00', '0.00', '0.00', '0.00'
'8097', '0', 'transmission_control', 'web', 'Conexion_establecida', '12613', '250', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8098', '1', 'transmission_control', 'email_out', 'Conexion_establecida', '324', '16685', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '27', '141', '0.67', '0.11', '0.04', '0.02', '0.00', '0.00', '0.00', '0.00'
'8099', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '330', '1066', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '54', '189', '0.65', '0.07', '0.02', '0.02', '0.00', '0.00', '0.00', '0.00'
'8100', '0', 'transmission_control', 'web', 'Conexion_establecida', '1532', '327', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.18', '200', '255', '1.00', '0.00', '0.00', '0.03', '0.00', '0.00', '0.00', '0.00'
'8101', '0', 'transmission_control', 'web', 'Conexion_establecida', '10311', '164', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '1', '255', '1.00', '0.00', '1.00', '0.04', '0.00', '0.00', '0.00', '0.00'
'8102', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '330', '903', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '2', '105', '1.00', '0.00', '0.50', '0.03', '0.00', '0.00', '0.00', '0.00'
'8103', '0', 'transmission_control', 'web', 'Conexion_establecida', '3175', '203', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '17', '17', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8104', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '134', '45', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '63', '107', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.02', '84', '208', '1.00', '0.00', '1.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'8105', '0', 'transmission_control', 'web', 'Conexion_establecida', '10555', '151', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '10', '255', '1.00', '0.00', '0.10', '0.04', '0.00', '0.00', '0.00', '0.00'
'8106', '0', 'transmission_control', 'web', 'Conexion_establecida', '285', '223', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '243', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'8107', '0', 'transmission_control', 'web', 'Conexion_establecida', '275', '332', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.50', '1.00', '0.00', '1.00', '255', '247', '0.97', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8108', '0', 'transmission_control', 'web', 'Conexion_establecida', '185', '235', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '23', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8109', '0', 'transmission_control', 'web', 'Conexion_establecida', '2093', '339', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '1', '255', '1.00', '0.00', '1.00', '0.07', '0.00', '0.00', '0.00', '0.00'
'8110', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '334', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '1', '7', '1.00', '0.00', '1.00', '0.29', '0.00', '0.00', '0.00', '0.00'
'8111', '0', 'transmission_control', 'web', 'Conexion_establecida', '16393', '249', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '48', '255', '1.00', '0.00', '0.04', '0.03', '0.00', '0.00', '0.00', '0.00'
'8112', '0', 'transmission_control', 'web', 'Conexion_establecida', '987', '219', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '9', '255', '1.00', '0.00', '0.11', '0.05', '0.11', '0.00', '0.00', '0.00'
'8113', '0', 'transmission_control', 'web', 'Conexion_establecida', '415', '297', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '9', '0.12', '0.11', '0.00', '0.00', '1.00', '0.00', '0.22', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8114', '3', 'transmission_control', 'email_out', 'Conexion_establecida', '326', '2234', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '210', '144', '0.55', '0.01', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'8115', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '115', '44', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '22', '19', '0.86', '0.09', '0.05', '0.00', '0.00', '0.00', '0.00', '0.00'
'8116', '0', 'transmission_control', 'web', 'Conexion_establecida', '24359', '328', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '37', '255', '1.00', '0.00', '0.03', '0.08', '0.00', '0.00', '0.00', '0.00'
'8117', '0', 'transmission_control', 'web', 'Conexion_establecida', '349', '337', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'8118', '0', 'transmission_control', 'web', 'Conexion_establecida', '1875', '324', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '220', '255', '1.00', '0.00', '0.00', '0.02', '0.00', '0.00', '0.00', '0.00'
'8119', '0', 'transmission_control', 'web', 'Conexion_establecida', '1944', '289', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '11', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '16', '255', '1.00', '0.00', '0.06', '0.05', '0.00', '0.00', '0.00', '0.01'
'8120', '2', 'transmission_control', 'email_out', 'Conexion_establecida', '332', '2048', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '174', '125', '0.40', '0.04', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
